発注GP,部門コード,部門名,#N/A_1,#N/A_2,#N/A_3,#N/A_4,#N/A_5,#N/A_6,#N/A_7,BicEC,KBさくら店,KBアクロスプラザ三芳店,KBイオンモール名取店,KBイオンモール堺鉄砲町店,KBイオン昭島SC店,KBファボーレ富山店,KB三鷹店,KB上尾　春日店,KB井草店,KB会津若松店,KB八王子高倉店,KB南砂町SUNAMO店,KB南越谷店,KB卸団地店,KB厚木栄町店,KB名谷店,KB和光店,KB善福寺店,KB大東店,KB宇品店,KB宇都宮本店,KB富士店,KB富山店,KB小倉店,KB小平店,KB広島インター緑井店,KB座間店,KB志村店,KB成城店,KB所沢店,KB新小岩店,KB新潟店,KB方木田店,KB日光店,KB春日部店,KB有松インター店,KB東村山店,KB東海大学東店,KB松戸店,KB柏店,KB横浜大口店,KB横須賀店,KB江北駅前店,KB江戸川店,KB池上店,KB沼津店,KB泉中央店,KB浜松店,KB浦和店,KB海老名店,KB深作店,KB清洲東インター店,KB港北インター店,KB港北東急SC店,KB熊本店,KB熊谷店,KB熱田店,KB甲府バイパス店,KB相模原店,KB福岡春日店,KB福岡西店,KB福島店,KB箕面店,KB習志野店,KB船橋店,KB若林店,KB茨木店,KB葛飾店,KB西友ひばりヶ丘店,KB西友二俣川,KB西東京店,KB越谷店,KB足立加平店,KB那覇店,KB郡山店,KB静岡店,KB駒生店,KB高崎店,KB高野店,KB鹿沼店,KB黒磯店,KBﾍﾞﾙｸｽﾓｰﾙ浮間舟渡店,NEW上越店,NEW与野店,NEW久喜,NEW伊勢崎店,NEW学園都市店,NEW山口宇部空港店,NEW弘前店,NEW生野店,NEW甲府,NEW白河店,NEW真岡店,NEW足利店,SELECT上板橋店,アキバソフマップ,コジマWowma！店,コジマアマゾン店,コジマダイレクトＳＰ,コジマネット,コジマ楽天市場店,コジマＹａｈｏｏ！店,ソフマップアマゾン店,ソフマップコム法人,ソフマップドットコム,ソフマップ楽天,ソフマップ法人,ソフマップ法人WEB用,ソフマップ法人関西,デジタルコレクション,ドットコムY！SHP,モバイル,仙台法人事業所,北関東法人事業所,大阪法人事業所,有楽町店,札幌法人事業所,東京法人事業所,楽天ビック,法人なんば,法人ドットコム,法人名古屋,法人第１グループ,法人第３グループ,法人第４グループ,法人赤坂見附駅店,神戸ハーバーランド店,福岡法人事業所,赤坂見附駅店,ＢＩＣアマゾン店,ＢＩＣ楽天市場店,売上金額_sum,販売数_sum,有楽町店_販売比率,ＢＩＣ楽天市場店_販売比率,BicEC_販売比率,赤坂見附駅店_販売比率,法人第１グループ_販売比率,法人第３グループ_販売比率,法人第４グループ_販売比率,モバイル_販売比率,ＢＩＣアマゾン店_販売比率,楽天ビック_販売比率,法人赤坂見附駅店_販売比率,法人名古屋_販売比率,法人なんば_販売比率,法人ドットコム_販売比率,ソフマップアマゾン店_販売比率,ソフマップ楽天_販売比率,アキバソフマップ_販売比率,デジタルコレクション_販売比率,ドットコムY！SHP_販売比率,ソフマップ法人WEB用_販売比率,ソフマップ法人_販売比率,ソフマップドットコム_販売比率,ソフマップコム法人_販売比率,ソフマップ法人関西_販売比率,コジマダイレクトＳＰ_販売比率,コジマWowma！店_販売比率,KB西友二俣川_販売比率,KBﾍﾞﾙｸｽﾓｰﾙ浮間舟渡店_販売比率,NEW弘前店_販売比率,KB泉中央店_販売比率,KBイオンモール名取店_販売比率,KB卸団地店_販売比率,NEW白河店_販売比率,KB郡山店_販売比率,KB会津若松店_販売比率,KB福島店_販売比率,KB方木田店_販売比率,NEW学園都市店_販売比率,KB駒生店_販売比率,KB鹿沼店_販売比率,NEW足利店_販売比率,NEW真岡店_販売比率,KB日光店_販売比率,KB黒磯店_販売比率,KBさくら店_販売比率,コジマネット_販売比率,NEW伊勢崎店_販売比率,KB高崎店_販売比率,KB深作店_販売比率,KB和光店_販売比率,KB南越谷店_販売比率,NEW久喜_販売比率,NEW与野店_販売比率,KB浦和店_販売比率,KB越谷店_販売比率,KB熊谷店_販売比率,KB上尾　春日店_販売比率,KB春日部店_販売比率,KB所沢店_販売比率,KBアクロスプラザ三芳店_販売比率,KB柏店_販売比率,KB松戸店_販売比率,KB船橋店_販売比率,KB習志野店_販売比率,SELECT上板橋店_販売比率,KB小平店_販売比率,KB港北東急SC店_販売比率,KB江戸川店_販売比率,KB井草店_販売比率,KB若林店_販売比率,KB志村店_販売比率,KB新小岩店_販売比率,KB三鷹店_販売比率,KB池上店_販売比率,KB善福寺店_販売比率,KB葛飾店_販売比率,KB東村山店_販売比率,KB江北駅前店_販売比率,KB南砂町SUNAMO店_販売比率,KB西東京店_販売比率,KB足立加平店_販売比率,KBイオン昭島SC店_販売比率,KB成城店_販売比率,KB港北インター店_販売比率,KB厚木栄町店_販売比率,KB海老名店_販売比率,KB横須賀店_販売比率,KB相模原店_販売比率,KB座間店_販売比率,KB横浜大口店_販売比率,KB東海大学東店_販売比率,KB新潟店_販売比率,NEW上越店_販売比率,NEW甲府_販売比率,KB甲府バイパス店_販売比率,KB富山店_販売比率,KBファボーレ富山店_販売比率,KB静岡店_販売比率,KB浜松店_販売比率,KB沼津店_販売比率,KB富士店_販売比率,KB熱田店_販売比率,KB有松インター店_販売比率,KB清洲東インター店_販売比率,KB高野店_販売比率,KB箕面店_販売比率,KB茨木店_販売比率,NEW生野店_販売比率,KB大東店_販売比率,KB名谷店_販売比率,神戸ハーバーランド店_販売比率,KB宇品店_販売比率,KB広島インター緑井店_販売比率,NEW山口宇部空港店_販売比率,KB福岡春日店_販売比率,KB福岡西店_販売比率,KB小倉店_販売比率,KB熊本店_販売比率,KB那覇店_販売比率,KB宇都宮本店_販売比率,KB八王子高倉店_販売比率,コジマ楽天市場店_販売比率,コジマＹａｈｏｏ！店_販売比率,コジマアマゾン店_販売比率,KBイオンモール堺鉄砲町店_販売比率,KB西友ひばりヶ丘店_販売比率,北関東法人事業所_販売比率,仙台法人事業所_販売比率,東京法人事業所_販売比率,大阪法人事業所_販売比率,福岡法人事業所_販売比率,札幌法人事業所_販売比率,#N/A_6_販売比率,#N/A_3_販売比率,#N/A_7_販売比率,#N/A_5_販売比率,#N/A_2_販売比率,#N/A_1_販売比率,#N/A_4_販売比率,JAN数
オーディオアクセサリ,107781,イヤーピース,,,,,,,,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,50.0,1.0,10.0,14.0,10.0,66.0,,21.0,29.0,,1.0,,3.0,13.0,92.0,,,,,,,53.0,,24.0,,,,,,,,,7.0,,729447.0,532.0,,,0.2556390977443609,,,,,0.17293233082706766,0.013157894736842105,0.09962406015037593,,,,0.045112781954887216,0.12406015037593984,0.05451127819548872,,0.005639097744360902,0.02443609022556391,0.0018796992481203006,,0.039473684210526314,,,0.0018796992481203006,0.0037593984962406013,,,,,,,,,,,,,,,,,,,,0.018796992481203006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02631578947368421,0.018796992481203006,0.09398496240601503,,,,,,,,,,,,,,,,386
オーディオアクセサリ,107790,ＢＴ関連アクセサリー,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,3.0,2.0,3.0,16.0,,4.0,,,,,1.0,1.0,13.0,,,,,,,5.0,,1.0,,,,,,,,,,,842146.0,85.0,,,0.24705882352941178,,,,,0.15294117647058825,,0.058823529411764705,,,,0.011764705882352941,0.18823529411764706,,,0.011764705882352941,0.011764705882352941,,,0.047058823529411764,,,,,,,,,,,,,,,,,,,,,,,,0.03529411764705882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023529411764705882,0.03529411764705882,0.17647058823529413,,,,,,,,,,,,,,,,25
オーディオアクセサリ,107910,スポーツ向けイヤホン,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,13.0,,1.0,18.0,18.0,39.0,,2.0,5.0,,,,3.0,1.0,29.0,,,,,,,23.0,,1.0,,,,,,,,,7.0,,417335.0,198.0,,,0.17676767676767677,,,,,0.14646464646464646,0.03535353535353535,0.11616161616161616,,,,0.005050505050505051,0.19696969696969696,0.025252525252525252,,0.015151515151515152,0.005050505050505051,,,0.010101010101010102,,,,0.015151515151515152,,,,,,,,,,,,,,,,,,,,0.005050505050505051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09090909090909091,0.09090909090909091,0.06565656565656566,,,,,,,,,,,,,,,,87
オーディオアクセサリ,108010,ヘッドホン,,,,,,,,257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0,1.0,11.0,196.0,16.0,35.0,101.0,131.0,232.0,,15.0,45.0,,1.0,,17.0,43.0,138.0,,3.0,,,,,260.0,,29.0,,,,1.0,,,,,58.0,,9768076.0,1724.0,,,0.14907192575406034,,,,0.000580046403712297,0.08004640371229699,0.033642691415313224,0.15081206496519722,,,,0.016821345707656612,0.1345707656612529,0.026102088167053363,0.000580046403712297,0.009860788863109048,0.02494199535962877,0.000580046403712297,,0.008700696055684454,,,0.009280742459396751,0.0063805104408352666,,,,,,,,,,,,,,,,,,,,0.020301624129930394,,,,,,,,,,,,,,,,,,,0.0777262180974478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058584686774941996,0.0759860788863109,0.1136890951276102,,,0.0017401392111368909,,,,,,,,,,,,,216
オーディオアクセサリ,108011,耳かけ型ヘッドホン,,,,,,,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,57.0,4.0,25.0,125.0,60.0,83.0,,11.0,46.0,,7.0,,13.0,18.0,50.0,,,1.0,,,,66.0,,2.0,,,,,,,,,24.0,,3046293.0,711.0,,,0.14345991561181434,,,,,0.07032348804500703,0.03375527426160337,0.09282700421940929,,,,0.0028129395218002813,0.11673699015471167,0.06469760900140648,,0.01828410689170183,0.02531645569620253,0.009845288326300985,,0.015471167369901548,,,0.005625879043600563,0.02390998593530239,,,,,,,,,,,,,,,,,,,,0.035161744022503515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17580872011251758,0.08438818565400844,0.08016877637130802,,,,,,0.0014064697609001407,,,,,,,,,,61
オーディオアクセサリ,108012,カナル型イヤホン,,,,,,,,258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,69.0,11.0,22.0,113.0,147.0,104.0,,21.0,59.0,,7.0,,8.0,23.0,204.0,,,,,,,189.0,,8.0,,,,1.0,,,,,29.0,,3558296.0,1301.0,,,0.19830899308224442,,,,0.0007686395080707148,0.15680245964642583,0.022290545734050732,0.1452728670253651,,,,0.006149116064565719,0.07993850883935434,0.045349730976172176,,0.006149116064565719,0.017678708685626442,0.005380476556495004,,0.01614142966948501,,,0.008455034588777863,0.021521906225980016,,,,,,,,,,,,,,,,,,,,0.016910069177555727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08685626441199078,0.11299000768639508,0.053036126056879324,,,,,,,,,,,,,,,,564
オーディオアクセサリ,108013,インナー型イヤホン,,,,,,,,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,21.0,62.0,41.0,45.0,152.0,24.0,,7.0,11.0,,1.0,,4.0,21.0,55.0,,12.0,3.0,,10.0,,74.0,,197.0,,,,,,,,,10.0,,653358.0,1137.0,,,0.3210202286719437,,,,,0.048372911169744945,0.008795074758135445,0.06508355321020229,,,,0.17326297273526825,0.021108179419525065,0.009674582233948988,,0.003518029903254178,0.018469656992084433,0.0008795074758135445,,0.006156552330694811,,,0.05452946350043975,0.008795074758135445,,,,,,,,,,,,,,,,,,,,0.03605980650835532,,,,,,,,,,,,,,,,0.010554089709762533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0395778364116095,0.13368513632365875,0.018469656992084433,,,0.010554089709762533,,,0.002638522427440633,,0.008795074758135445,,,,,,,,157
オーディオアクセサリ,108014,マイク付ヘッドホン,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,12.0,10.0,20.0,4.0,21.0,12.0,,1.0,3.0,,,,2.0,2.0,16.0,,,,,,,14.0,,1.0,,,,,,,,,14.0,,738279.0,161.0,,,0.12422360248447205,,,,,0.09937888198757763,0.08695652173913043,0.08695652173913043,,,,0.006211180124223602,0.07453416149068323,0.018633540372670808,,0.012422360248447204,0.012422360248447204,,,0.006211180124223602,,,0.062111801242236024,0.055900621118012424,,,,,,,,,,,,,,,,,,,,0.12422360248447205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024844720496894408,0.13043478260869565,0.07453416149068323,,,,,,,,,,,,,,,,87
オーディオアクセサリ,108015,マイク付イヤホン,,,,,,,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,213.0,2.0,33.0,91.0,81.0,41.0,,6.0,26.0,,1.0,,13.0,10.0,99.0,,,,,,,58.0,,1.0,,,,,,,,,10.0,,3535044.0,814.0,,,0.12162162162162163,,,,,0.12162162162162163,0.012285012285012284,0.07125307125307126,,,,0.0012285012285012285,0.05036855036855037,0.03194103194103194,,0.01597051597051597,0.012285012285012284,0.0012285012285012285,,0.007371007371007371,,,0.002457002457002457,0.036855036855036855,,,,,,,,,,,,,,,,,,,,0.04054054054054054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11179361179361179,0.09950859950859951,0.2616707616707617,,,,,,,,,,,,,,,,460
オーディオアクセサリ,108016,ブルートゥースヘッドホン,,,,,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,14.0,127.0,26.0,31.0,69.0,154.0,155.0,,10.0,56.0,,2.0,,14.0,16.0,106.0,,,,,,3.0,161.0,1.0,8.0,,1.0,,,,,,,137.0,,27957909.0,1209.0,,,0.08023159636062861,,0.0008271298593879239,,,0.08767576509511993,0.11331679073614558,0.13316790736145576,,,0.0008271298593879239,0.006617038875103391,0.1282051282051282,0.04631927212572374,,0.011579818031430935,0.013234077750206782,0.0016542597187758478,,0.008271298593879239,,,0.021505376344086023,0.011579818031430935,,,,,,,,,,,,,,,,,,,,0.02564102564102564,,,,,,,,,,,,,,,,,,,0.017369727047146403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05707196029776675,0.1273779983457403,0.10504549214226634,,,,,0.0024813895781637717,,,,,,,,,,,205
オーディオアクセサリ,108017,ブルートゥースイヤホン,,,,,,,,390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.0,214.0,92.0,61.0,283.0,507.0,158.0,,30.0,136.0,,4.0,,57.0,79.0,544.0,1.0,1.0,1.0,,,,649.0,,40.0,,3.0,,,,,,,166.0,,34019544.0,3534.0,,,0.11035653650254669,,0.0008488964346349745,,,0.15393322014714206,0.04697226938313526,0.18364459535936617,,,,0.011318619128466326,0.04470854555744199,0.038483305036785515,,0.016129032258064516,0.022354272778720995,0.0011318619128466328,,0.008488964346349746,,,0.02603282399547255,0.03338992642897567,,,,,,,,,,,,,,,,,,,,0.01726089417091115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08007923033389927,0.1434634974533107,0.06055461233729485,,,0.0002829654782116582,0.0002829654782116582,,0.0002829654782116582,,,,,,,,,,607
オーディオアクセサリ,108018,ＴＶ用ヘッドホン,,,,,,,,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,2.0,155.0,7.0,42.0,85.0,77.0,53.0,,5.0,46.0,,,,7.0,13.0,33.0,,1.0,1.0,,3.0,,129.0,4.0,31.0,,2.0,,,,,,,19.0,,7018352.0,917.0,,,0.16575790621592149,,0.0021810250817884407,,,0.03598691384950927,0.020719738276990186,0.1406761177753544,,,0.004362050163576881,0.03380588876772083,0.05779716466739367,0.05016357688113413,,0.007633587786259542,0.014176663031624863,,,0.0054525627044711015,,,0.007633587786259542,0.0021810250817884407,,,,,,,,,,,,,,,,,,,,0.04580152671755725,,,,,,,,,,,,,,,,,,,0.05452562704471101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09269356597600872,0.08396946564885496,0.16902944383860413,,,0.0010905125408942203,,,0.0010905125408942203,,0.003271537622682661,,,,,,,,41
オーディオアクセサリ,108019,ヘッドホンアクセ,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,1.0,4.0,37.0,127.0,9.0,,16.0,15.0,,1.0,,6.0,13.0,96.0,,,,,,,97.0,,8.0,,,,1.0,,,,,7.0,,1060921.0,544.0,,,0.18566176470588236,,,,0.001838235294117647,0.17647058823529413,0.012867647058823529,0.17830882352941177,,,,0.014705882352941176,0.016544117647058824,0.027573529411764705,,0.011029411764705883,0.02389705882352941,0.001838235294117647,,0.029411764705882353,,,0.001838235294117647,0.0055147058823529415,,,,,,,,,,,,,,,,,,,,0.007352941176470588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06801470588235294,0.23345588235294118,0.003676470588235294,,,,,,,,,,,,,,,,321
オーディオアクセサリ,108030,コ－ド・プラグ,,,,,,,,235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,9.0,1.0,5.0,21.0,30.0,5.0,,30.0,34.0,,13.0,,10.0,13.0,62.0,,2.0,,,,,59.0,2.0,57.0,,,,,,,,,11.0,,628309.0,604.0,,,0.3890728476821192,,,,,0.10264900662251655,0.018211920529801324,0.09768211920529801,,,0.0033112582781456954,0.09437086092715231,0.008278145695364239,0.056291390728476824,,0.016556291390728478,0.02152317880794702,0.02152317880794702,,0.04966887417218543,,,0.0016556291390728477,0.008278145695364239,,,,,,,,,,,,,,,,,,,,0.008278145695364239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0347682119205298,0.04966887417218543,0.014900662251655629,,,0.0033112582781456954,,,,,,,,,,,,,258
オーディオアクセサリ,108040,マイク関連,,,,,,,,83.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,47.0,15.0,15.0,49.0,61.0,26.0,,15.0,26.0,,4.0,,6.0,13.0,22.0,2.0,2.0,,,1.0,,81.0,4.0,86.0,,,,,,,1.0,,21.0,,3498421.0,583.0,,,0.1423670668953688,,,,,0.03773584905660377,0.036020583190394515,0.13893653516295026,,,0.00686106346483705,0.14751286449399656,0.044596912521440824,0.044596912521440824,,0.010291595197255575,0.022298456260720412,0.00686106346483705,,0.025728987993138937,,,0.025728987993138937,0.003430531732418525,,,,,,,,,,,,,,,,,,,,0.025728987993138937,,,,,,,,,,,0.0017152658662092624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08404802744425385,0.10463121783876501,0.08061749571183534,,,0.003430531732418525,0.003430531732418525,,,0.0017152658662092624,0.0017152658662092624,,,,,,,,236
オーディオアクセサリ,108090,オーディオケーブル,,,,,,1.0,,227.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,26.0,1.0,12.0,29.0,30.0,23.0,,35.0,11.0,,9.0,,9.0,9.0,88.0,,3.0,1.0,,,,61.0,,95.0,,,,,,,,,13.0,,906425.0,688.0,,,0.32994186046511625,,,,,0.12790697674418605,0.0188953488372093,0.08866279069767442,,,,0.1380813953488372,0.03343023255813953,0.015988372093023256,,0.01308139534883721,0.01308139534883721,0.01308139534883721,,0.050872093023255814,,,0.0014534883720930232,0.0029069767441860465,,,,,,,,,,,,,,,,,,,,0.01744186046511628,,,,,,,,,0.0029069767441860465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0014534883720930232,,,,,,,,,,,,,,,0.04215116279069767,0.0436046511627907,0.0377906976744186,,,0.00436046511627907,,,0.0014534883720930232,,,0.0014534883720930232,,,,,,,428
オーディオアクセサリ,475650,スマホ用イヤホン,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,2.0,1.0,8.0,,,,,,,6.0,,,,,,,,,,,,,17676.0,25.0,,,0.24,,,,,0.32,,0.24,,,,,,0.04,,0.08,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,47
オーディオアクセサリ,475651,携帯電話用イヤホン,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,15011.0,12.0,,,0.25,,,,,,,,,,,,,0.5833333333333334,,0.08333333333333333,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
オーディオアクセサリ,475750,スマホ用イヤホン（消化）,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,18.0,22.0,,,1.0,4.0,,,,1.0,1.0,12.0,,,,,,,28.0,,,,,,,,,,,,,80861.0,97.0,,,0.08247422680412371,,,,,0.12371134020618557,,0.28865979381443296,,,,,,0.041237113402061855,,0.010309278350515464,0.010309278350515464,,,0.010309278350515464,,,,0.010309278350515464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18556701030927836,0.2268041237113402,0.010309278350515464,,,,,,,,,,,,,,,,62
オーディオアクセサリ,475751,携帯電話用イヤホン（消化）,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,4.0,2.0,,,,,,,,,,1.0,,,,,,,7.0,,,,,,,,,,,,,17278.0,18.0,,,0.16666666666666666,,,,,0.05555555555555555,,0.3888888888888889,,,,,,,,,,,,,,,,0.05555555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2222222222222222,0.1111111111111111,,,,,,,,,,,,,,,,,14
カメラ,031010,一眼レフカメラ本体,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298674.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
カメラ,031030,インスタントカメラ,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,25.0,15.0,17.0,68.0,43.0,20.0,,2.0,9.0,,2.0,,2.0,1.0,45.0,,,,,,,52.0,1.0,8.0,,,,,,,,,3.0,,4593985.0,365.0,,,0.09315068493150686,,,,,0.1232876712328767,0.00821917808219178,0.14246575342465753,,,0.0027397260273972603,0.021917808219178082,0.0547945205479452,0.024657534246575342,,0.005479452054794521,0.0027397260273972603,0.005479452054794521,,0.005479452054794521,,,0.0410958904109589,0.049315068493150684,,,,,,,,,,,,,,,,,,,,0.04657534246575343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1863013698630137,0.1178082191780822,0.0684931506849315,,,,,,,,,,,,,,,,38
